1;Наличные;0.0

1;;Квартира;false
2;;Здоровье;false
3;;Еда;false
4;;Связь;false
5;;Транспорт;false
6;;Счета;false
7;;Развлечения;false
8;Доход;Зарплата;true
9;;Доход;true
10;Связь;Мобильная связь;false
11;Связь;Интернет;false
12;Связь;ТВ;false
13;Транспорт;Городской;false
14;Транспорт;Такси;false
15;Доход;Подарки;true

